ano_ref,mes_ref,mes,dia,data,turno,hora,volume
2026,2,fevereiro,12,2026-02-12,Madrugada,05:00,109
2026,2,fevereiro,12,2026-02-12,Manhã,06:00,141
2026,2,fevereiro,12,2026-02-12,Manhã,09:00,139
2026,2,fevereiro,12,2026-02-12,Manhã,10:00,421
2026,2,fevereiro,12,2026-02-12,Manhã,11:00,573
2026,2,fevereiro,12,2026-02-12,Tarde,12:00,320
2026,2,fevereiro,12,2026-02-12,Tarde,13:00,149
2026,2,fevereiro,12,2026-02-12,Tarde,14:00,1875
2026,2,fevereiro,12,2026-02-12,Tarde,15:00,109
2026,2,fevereiro,12,2026-02-12,Tarde,16:00,325
2026,2,fevereiro,12,2026-02-12,Tarde,17:00,290
2026,2,fevereiro,12,2026-02-12,Noite,18:00,578
2026,2,fevereiro,12,2026-02-12,Noite,19:00,250
2026,2,fevereiro,12,2026-02-12,Noite,20:00,280
2026,2,fevereiro,12,2026-02-12,Noite,22:00,149
2026,2,fevereiro,13,2026-02-13,Madrugada,00:00,258
2026,2,fevereiro,13,2026-02-13,Madrugada,01:00,149
2026,2,fevereiro,13,2026-02-13,Madrugada,02:00,855
2026,2,fevereiro,13,2026-02-13,Madrugada,03:00,429
2026,2,fevereiro,13,2026-02-13,Madrugada,04:00,873
2026,2,fevereiro,13,2026-02-13,Madrugada,05:00,141
2026,2,fevereiro,13,2026-02-13,Manhã,06:00,109
2026,2,fevereiro,13,2026-02-13,Manhã,09:00,139
2026,2,fevereiro,13,2026-02-13,Manhã,10:00,280
2026,2,fevereiro,13,2026-02-13,Manhã,11:00,290
2026,2,fevereiro,13,2026-02-13,Tarde,12:00,298
2026,2,fevereiro,13,2026-02-13,Tarde,13:00,171
2026,2,fevereiro,13,2026-02-13,Tarde,14:00,1883
2026,2,fevereiro,13,2026-02-13,Tarde,15:00,109
2026,2,fevereiro,13,2026-02-13,Tarde,16:00,325
2026,2,fevereiro,13,2026-02-13,Tarde,17:00,290
2026,2,fevereiro,13,2026-02-13,Noite,18:00,578
2026,2,fevereiro,13,2026-02-13,Noite,19:00,250
2026,2,fevereiro,13,2026-02-13,Noite,20:00,315
2026,2,fevereiro,13,2026-02-13,Noite,21:00,149
2026,2,fevereiro,14,2026-02-14,Madrugada,00:00,258
2026,2,fevereiro,14,2026-02-14,Madrugada,01:00,258
2026,2,fevereiro,14,2026-02-14,Madrugada,02:00,431
2026,2,fevereiro,14,2026-02-14,Madrugada,03:00,400
2026,2,fevereiro,14,2026-02-14,Madrugada,04:00,838
2026,2,fevereiro,14,2026-02-14,Manhã,06:00,250
2026,2,fevereiro,14,2026-02-14,Manhã,09:00,139
2026,2,fevereiro,14,2026-02-14,Manhã,10:00,139
2026,2,fevereiro,14,2026-02-14,Manhã,11:00,325
2026,2,fevereiro,14,2026-02-14,Tarde,12:00,469
2026,2,fevereiro,14,2026-02-14,Tarde,14:00,1832
2026,2,fevereiro,14,2026-02-14,Tarde,15:00,397
2026,2,fevereiro,14,2026-02-14,Tarde,16:00,325
2026,2,fevereiro,14,2026-02-14,Tarde,17:00,531
2026,2,fevereiro,14,2026-02-14,Noite,18:00,149
2026,2,fevereiro,14,2026-02-14,Noite,19:00,325
2026,2,fevereiro,14,2026-02-14,Noite,20:00,315
2026,2,fevereiro,15,2026-02-15,Madrugada,01:00,149
2026,2,fevereiro,15,2026-02-15,Madrugada,02:00,426
2026,2,fevereiro,15,2026-02-15,Madrugada,03:00,437
2026,2,fevereiro,15,2026-02-15,Madrugada,04:00,729
2026,2,fevereiro,15,2026-02-15,Madrugada,05:00,149
2026,2,fevereiro,15,2026-02-15,Manhã,06:00,250
2026,2,fevereiro,15,2026-02-15,Manhã,08:00,141
2026,2,fevereiro,15,2026-02-15,Manhã,09:00,139
2026,2,fevereiro,15,2026-02-15,Manhã,10:00,250
2026,2,fevereiro,15,2026-02-15,Manhã,11:00,176
2026,2,fevereiro,15,2026-02-15,Tarde,12:00,429
2026,2,fevereiro,15,2026-02-15,Tarde,14:00,1875
2026,2,fevereiro,15,2026-02-15,Tarde,15:00,429
2026,2,fevereiro,15,2026-02-15,Tarde,16:00,176
2026,2,fevereiro,15,2026-02-15,Tarde,17:00,560
2026,2,fevereiro,15,2026-02-15,Noite,18:00,149
2026,2,fevereiro,15,2026-02-15,Noite,19:00,141
2026,2,fevereiro,15,2026-02-15,Noite,20:00,315
2026,2,fevereiro,16,2026-02-16,Madrugada,02:00,431
2026,2,fevereiro,16,2026-02-16,Madrugada,03:00,251
2026,2,fevereiro,16,2026-02-16,Madrugada,04:00,583
2026,2,fevereiro,16,2026-02-16,Manhã,06:00,285
2026,2,fevereiro,16,2026-02-16,Manhã,09:00,139
2026,2,fevereiro,16,2026-02-16,Manhã,10:00,280
2026,2,fevereiro,16,2026-02-16,Manhã,11:00,325
2026,2,fevereiro,16,2026-02-16,Tarde,12:00,171
2026,2,fevereiro,16,2026-02-16,Tarde,14:00,1558
2026,2,fevereiro,16,2026-02-16,Tarde,15:00,109
2026,2,fevereiro,16,2026-02-16,Tarde,16:00,325
2026,2,fevereiro,16,2026-02-16,Tarde,17:00,141
2026,2,fevereiro,16,2026-02-16,Noite,18:00,578
2026,2,fevereiro,16,2026-02-16,Noite,19:00,250
2026,2,fevereiro,16,2026-02-16,Noite,20:00,315
2026,2,fevereiro,17,2026-02-17,Madrugada,01:00,149
2026,2,fevereiro,17,2026-02-17,Madrugada,02:00,530
2026,2,fevereiro,17,2026-02-17,Madrugada,03:00,280
2026,2,fevereiro,17,2026-02-17,Madrugada,04:00,724
2026,2,fevereiro,17,2026-02-17,Manhã,06:00,250
2026,2,fevereiro,17,2026-02-17,Manhã,09:00,139
2026,2,fevereiro,17,2026-02-17,Manhã,10:00,280
2026,2,fevereiro,17,2026-02-17,Manhã,11:00,397
2026,2,fevereiro,17,2026-02-17,Tarde,12:00,469
2026,2,fevereiro,17,2026-02-17,Tarde,14:00,1840
2026,2,fevereiro,17,2026-02-17,Tarde,15:00,109
2026,2,fevereiro,17,2026-02-17,Tarde,16:00,325
2026,2,fevereiro,17,2026-02-17,Tarde,17:00,290
2026,2,fevereiro,17,2026-02-17,Noite,18:00,578
2026,2,fevereiro,17,2026-02-17,Noite,19:00,250
2026,2,fevereiro,17,2026-02-17,Noite,20:00,280
2026,2,fevereiro,17,2026-02-17,Noite,22:00,149
2026,2,fevereiro,18,2026-02-18,Madrugada,00:00,109
2026,2,fevereiro,18,2026-02-18,Madrugada,01:00,149
2026,2,fevereiro,18,2026-02-18,Madrugada,02:00,741
2026,2,fevereiro,18,2026-02-18,Madrugada,03:00,578
2026,2,fevereiro,18,2026-02-18,Madrugada,04:00,982
2026,2,fevereiro,18,2026-02-18,Madrugada,05:00,149
2026,2,fevereiro,18,2026-02-18,Manhã,09:00,139
2026,2,fevereiro,18,2026-02-18,Manhã,10:00,280
2026,2,fevereiro,18,2026-02-18,Manhã,11:00,290
2026,2,fevereiro,18,2026-02-18,Tarde,12:00,320
2026,2,fevereiro,18,2026-02-18,Tarde,13:00,149
2026,2,fevereiro,18,2026-02-18,Tarde,14:00,1734
2026,2,fevereiro,18,2026-02-18,Tarde,15:00,109
2026,2,fevereiro,18,2026-02-18,Tarde,16:00,290
2026,2,fevereiro,18,2026-02-18,Tarde,17:00,290
2026,2,fevereiro,18,2026-02-18,Noite,18:00,578
2026,2,fevereiro,18,2026-02-18,Noite,19:00,141
2026,2,fevereiro,18,2026-02-18,Noite,20:00,419
2026,2,fevereiro,18,2026-02-18,Noite,22:00,149
